,principal component 1,principal component 2,principal component 3,CancerType
109,-7.562500566371739,1.2220181830650592,0.3067957568570291,Blood
110,-11.155270946825231,3.660303031244661,-1.4775413423117638,Blood
111,-11.488745938041871,3.4823205591160216,-0.5964745364011598,Blood
112,-8.162504410353634,1.805071948445229,-1.697241302060035,Blood
113,-9.344885940749283,2.4450688001032614,-0.24268495374439084,Blood
114,-10.128649720372893,3.048934267429863,-0.03818120603992146,Blood
115,-9.783202325170276,2.8837417937784813,-0.684269154279499,Blood
116,-9.11304400583721,2.2132858110535962,-0.9918308411825735,Blood
117,-10.364354732932746,3.6929711946755233,-2.1328004573096075,Blood
118,-13.98861303724633,5.789758594184272,-2.8528659954446205,Blood
119,-18.392734087458432,8.531375615610129,-1.5461674183542935,Blood
120,-13.910610451180915,5.132049327497421,-1.3141408821134102,Blood
121,-9.975515734840403,3.4372090020559796,-0.8896327918184119,Blood
122,-8.53880413878953,2.6518072815041593,-0.12717052498360673,Blood
123,-9.96591805448779,3.9484782874861173,-1.5848469871495643,Blood
124,-8.352147279251085,2.6592104841018256,-1.3685428568181566,Blood
125,-10.281093998353768,3.416660645692809,-0.6406592365243164,Blood
126,-12.314651981586831,4.894231285417991,-2.0049356225060997,Blood
127,-9.250462698979021,2.9172358411253767,-0.09945949160851973,Blood
128,-9.425314985646459,3.620165555977749,-2.378676364490194,Blood
129,-11.911368186968497,3.5548194721721043,-0.4848651071639462,Blood
130,-9.413809232857549,2.8774079680979447,-0.883728008923779,Blood
131,-11.39216267692305,3.327703918204243,-0.6551103830437375,Blood
132,-9.397400745359906,2.9597997040564534,-0.3231447289956154,Blood
133,-13.745507649037831,5.361630940305288,-2.7744671791684543,Blood
134,-10.956509725913472,3.9647634006262953,-0.9193729107986236,Blood
135,-13.40679226837598,4.759794074833388,-3.694233528206832,Blood
136,-9.0555899406101,2.5638857919803155,-0.23371465978177788,Blood
137,-11.457098648655155,5.036443425593411,-1.3208469523509199,Blood
138,-11.015259658766963,3.239394939917608,-0.7762761522426103,Blood
139,-9.294321389901759,2.7010348635360137,-0.4796891686426106,Blood
140,-11.702425842281336,5.144721676230596,-2.3343909503266533,Blood
141,-7.154590088416889,1.2981023050005773,0.68620566595877,Blood
142,-11.853687926425463,5.308159726012657,-2.626425814315996,Blood
143,-9.756209855259332,3.7603064679154934,-2.032179562935834,Blood
144,-9.248021587721205,1.663506815073972,-0.6350690951025858,Blood
145,-9.231711517912943,2.615867317703487,-0.6454235056244061,Blood
146,-8.810220813532876,2.481430952079224,-0.4769718070500583,Blood
147,-11.185426876870212,3.6513104124869353,-1.4294599894603814,Blood
148,-11.797257429568802,2.791174877869465,-3.230694405557975,Blood
149,-11.308521854367116,3.4010826341357356,0.009799746676421502,Blood
150,-10.345126054515404,5.886911097352763,-1.8077672500803628,Blood
151,-10.229410187108265,3.339157601017221,-0.8309228690206987,Blood
152,-13.60773235504494,5.15236975437881,-2.6940214530623288,Blood
153,-9.848016985982925,2.9937031620906773,0.13906838864107618,Blood
154,-15.619386970057775,7.546235916216578,-3.2336671277471316,Blood
155,-11.01311081678789,3.263525922869957,-0.4019940782758538,Blood
156,-12.09828094137461,4.531663096247384,0.6751267245586715,Blood
157,-10.517406866680496,2.529363890408085,-0.7658593932540217,Blood
158,-9.468755829686822,3.0306127512382264,-1.0365427512410543,Blood
159,-10.558499284274868,3.959598269318964,-2.3670445371969384,Blood
160,-9.203139182158766,2.257127863352461,-0.10042296121326845,Blood
161,-8.327054318663432,1.5451974706048883,1.2150309946313032,Blood
162,-9.827548949479997,2.571202446315102,-0.4591549107746874,Blood
163,-11.14147533624381,3.733771141400847,-0.6086487713412989,Blood
164,-11.495606842128092,3.5828667675455343,-1.2747429385556666,Blood
165,-11.891722425048794,3.9959103928214943,-2.0466626242647052,Blood
166,-16.37485117910337,6.7223318360048125,-3.080857290105428,Blood
167,-10.937828895864408,3.678627572550048,-1.3971965488438713,Blood
168,-9.01830319486957,2.993752644428872,-0.2836911311374432,Blood
169,-9.692630882821543,3.2404896060738055,-0.5248898832183574,Blood
170,-14.312399392696177,5.820757486549994,-3.0391450895521306,Blood
171,-8.436349108622991,2.7654329100550616,-0.7253642881604069,Blood
172,-12.939199516221656,4.910686068181866,0.05925002664233126,Blood
173,-10.82450058475815,3.9529273064702,-1.3911155616532165,Blood
174,-9.576055950639866,2.4415077665449627,-0.7526536381919737,Blood
175,-9.558840885993204,2.9627403188748347,-2.6449856798866973,Blood
176,-16.922611679196596,6.927928298700211,-1.8625256852257892,Blood
177,-10.142041203267036,2.818648595242493,-1.2740698430533708,Blood
178,-9.943592494247419,3.0775232315857752,-1.1339642734303408,Blood
179,-10.935337577719661,3.265054239143264,-2.8091082224890562,Blood
180,-10.304875308117921,3.365387468892144,-0.702943133549514,Blood
181,-11.695688648497875,4.0278368921514875,-2.192444166514429,Blood
182,-10.021729126984592,3.3741388874309988,-0.5521447873546697,Blood
183,-17.50568588671402,6.784638409973794,-5.07125862138271,Blood
184,-9.355910261101199,3.1129246649982067,-0.8967872875723438,Blood
185,-8.9844924252588,2.5106106245618354,0.032537985979809135,Blood
186,-11.259097311190985,3.630192873442438,-0.3721837811437767,Blood
187,-10.497727038527277,3.3171794541988078,-0.1583264374930475,Blood
188,-11.294601884394337,3.006789035666752,-1.3019048527150663,Blood
189,-9.240457454023314,2.8759633817412498,0.6176093479384916,Blood
190,-9.92918986759656,2.443002011781622,-1.3272559306405172,Blood
191,-10.485848909489405,3.1852697589902963,-0.9004616925255284,Blood
192,-9.244275036573919,2.373488539640765,-0.43755493559963554,Blood
193,-8.748317885908644,2.380307749414947,-0.8354426005925487,Blood
194,-17.88426547094898,7.705940422358365,-2.9044768890454424,Blood
195,-8.976962702114431,3.027127216620093,0.18876456016714185,Blood
196,-10.749080500570095,4.46656312103691,-1.610018669837001,Blood
197,-10.396108499074227,3.113635531674596,-0.3281891055834933,Blood
198,-13.484806977102883,4.773362921994138,-2.9544701985774644,Blood
199,-10.502768294319875,3.641999610715444,-1.0537313723575026,Blood
200,-9.928735770095136,2.3780426591481536,-1.5415271060735998,Blood
201,-12.718347913632488,4.678330632521914,-3.102905047375686,Blood
202,-9.199044492267136,2.7072803176943063,-1.012150964913448,Blood
203,-10.033930904823908,3.593348773967783,-0.39547301913410765,Blood
204,-10.192241096430646,2.772081096230863,-2.014732432074494,Blood
205,-9.50794108537575,2.8575079276021973,-0.8805038922305343,Blood
206,-10.084849597615078,3.171190294974821,-0.8817513831197061,Blood
207,-12.137015662310104,3.851149290289517,-0.9513441515011655,Blood
208,-10.760365653739791,2.875145624536145,-1.7717565067725376,Blood
209,-7.707386216882997,1.2889697036262415,0.044405761662257376,Blood
210,-11.923779090451966,3.950652847256779,-1.0503856560324982,Blood
211,-10.66900611644407,3.48251553289222,-0.9963201787687507,Blood
212,-11.748058096393386,4.441640079875941,-1.9787479715368699,Blood
213,-10.674693839383883,3.7113193758070864,-0.6269751346401965,Blood
214,-9.821373517490258,2.3197834871962693,-0.4592679139259911,Blood
215,-9.130619132244597,1.9328993263765728,0.2406817907550542,Blood
216,-11.035817610778498,3.82226306996893,-1.4423410960010319,Blood
217,-9.51461428264963,2.045711093720112,0.060537205564024185,Blood
218,-12.205712975449924,4.379207238967527,-2.7041027206403534,Blood
219,-10.174299284690154,2.9204898652116618,0.11308904833849368,Blood
220,-10.550555030869914,3.62210248849147,-0.437189342310038,Blood
221,-10.657950340356557,3.039214520520518,-2.473192008539496,Blood
222,-13.509525514852367,5.24289438369392,-2.521941972239655,Blood
223,-10.174581894860317,3.1300301179858625,-0.3306890863626872,Blood
224,-15.746092588961115,7.212005260524471,-3.0583377518642134,Blood
225,-10.821226329366853,3.072898774641853,-0.8835436337933936,Blood
226,-10.439368452411504,3.46032006417509,-0.49654001394105973,Blood
227,-10.261202271918194,3.351618644295216,-2.191943279140006,Blood
228,-11.893306560388087,3.672216772197702,-1.2361357874752579,Blood
229,-10.53431270316151,3.02343702458879,-0.8014882579633832,Blood
230,-14.366166505662335,6.99917190858559,-2.8737979181971194,Blood
231,-10.329234016007755,2.867721248683036,-0.35427583109078875,Blood
232,-10.811747897496582,2.7918683595322413,-1.2732724984265829,Blood
233,-9.479258290185692,2.5142869650939286,0.6603498167460824,Blood
234,-11.292018354718973,3.2491813007426065,-0.7552668752114056,Blood
235,-11.925767930336884,4.179500733690548,-0.8053353866364138,Blood
236,-9.745339424765215,2.63972827489235,0.45199665763439184,Blood
237,-9.083052790825873,2.677304730875426,-0.2073996904646161,Blood
238,-10.072508363583243,2.9008582419469775,-0.5562918732000767,Blood
239,-9.722547963542166,3.202312003529024,-0.9253448292369431,Blood
240,-9.45461899529118,3.0006386503649947,-1.2946895590294916,Blood
241,-10.997651530634961,4.02360887440063,-4.781038172489707,Blood
242,-10.307683158505899,2.6469879970686763,-0.5483164034231768,Blood
243,-9.20035268054655,2.609211329129161,-0.03756505207032448,Blood
244,-10.22335421079097,3.1890890080303467,-0.6153421259391983,Blood
245,-10.420836813136706,3.3225800230659015,-0.5181838707245677,Blood
246,-15.981708563545848,7.132511296554335,-3.082995883202784,Blood
247,-10.57960752931405,3.5339352808985858,-1.1432172530296933,Blood
248,-10.054033339622814,3.067608896903377,-0.19291309396996367,Blood
249,-9.9578495579884,2.524386239488074,-2.2089097008683924,Blood
250,-11.34673711442821,3.598932024863092,-0.9506205334103456,Blood
251,-17.16113996208517,9.184109804476314,-6.393988491347711,Blood
252,-10.471067203095222,3.9469774545154066,-0.6705860102633183,Blood
253,-11.337311623354946,3.8933823916495935,-2.0061145918834615,Blood
254,-10.088219778944794,2.744369815661647,-0.16026467083096047,Blood
255,-9.234399210815257,1.8004502680644112,-3.1373807811128462,Blood
256,-11.088546047467824,3.8778575817554435,-0.6364026871996438,Blood
257,-10.637174175742707,3.1777943082604074,-2.531846047386321,Blood
258,-10.157137451583173,3.262071948173911,-0.8633515761084893,Blood
259,-9.847670742153824,2.52710451765994,-1.3222998264169301,Blood
260,-9.784856473496777,2.9292222107245016,-1.300333689661337,Blood
261,-8.23875662852083,2.121117356621195,0.07632201540032095,Blood
262,-10.611569390992896,3.2944139311709635,-1.4070863387155144,Blood
263,-12.436348799058255,3.0611252083935208,-3.5415857640185435,Blood
264,-8.832035999070001,2.986214058551441,-2.1587981945459678,Blood
265,-11.723715853121654,4.142344737224098,-0.8607009927258464,Blood
266,-11.553635428559256,3.4985564627869405,-1.2665194501736972,Blood
267,-9.836302318053683,2.994641977439974,-1.6273958592175262,Blood
268,-11.318808166705319,2.7136940377968366,-1.5613187734794638,Blood
269,-13.386271514015236,5.31877241566963,-2.2725891027640786,Blood
270,-9.382921881438469,2.404349664598315,-0.06563482582726712,Blood
271,-9.669538476733077,2.2832413715322546,0.02625966567032834,Blood
272,-14.792251283258903,5.48530914437313,-0.9412449812780982,Blood
273,-9.336649373544887,2.8528490821804904,-0.9593315148428196,Blood
274,-10.67858385238981,3.609758037166296,-1.1295037181484056,Blood
275,-9.812992413790077,3.4618171531121757,-1.3369655909948472,Blood
276,-11.592679179122955,4.170836189990235,-1.5490962116829343,Blood
277,-8.66643387155014,1.7040575699570555,0.4336898143114476,Blood
278,-11.641989138313095,3.6067982202357487,-1.2910866204913398,Blood
279,-8.874846267763157,2.4953924044802704,0.17062758651637575,Blood
280,-12.580728134737369,4.2663518919673376,-1.016085703061138,Blood
281,-16.08636053127861,6.46463244798933,-1.843130733765046,Blood
282,-11.132088674330122,2.8465845274879173,-0.9575697577195376,Blood
283,-10.534655953755781,3.3917881466069697,-0.8387356285946773,Blood
284,-10.771981752811104,4.1126014346013005,-1.3533659040777506,Blood
285,-9.578646793241694,2.676811478871302,-0.4374201719611692,Blood
286,-9.430762079134933,2.5647142936065603,-0.2978696647220639,Blood
287,-8.43055765398393,1.84789614207347,0.12286212073023214,Blood
288,-11.108793137301372,3.7691982770158763,-0.16177601596463353,Blood
289,-11.62691680305354,4.62634733107366,-1.7577821057214322,Blood
290,-17.1077837098737,7.606111214111217,-4.691784786111734,Blood
291,-9.994687108614189,3.5940291195992295,-0.7247673169436907,Blood
292,-11.590101181582748,3.3540343369889043,-1.180355339506403,Blood
293,-8.526431891276374,2.3872116715813747,-0.5715213512853252,Blood
294,-9.820342498939736,2.9537943333510572,-0.3748260843698201,Blood
295,-11.328340526332248,4.427183021460415,-0.6530505244048171,Blood
296,-10.471766278382466,3.272965068568311,-0.7538205931128565,Blood
297,-10.94381852817918,3.3937250420267064,-1.0434560768430536,Blood
298,-10.455059004881727,3.1872521926575557,-0.9085631269588083,Blood
299,-10.22509196712811,3.574096584180587,-0.7657610253549333,Blood
300,-10.497351325935592,3.8233897922825206,-1.3042152812554582,Blood
301,-13.276219517277665,4.945954823660692,-2.3694115027595704,Blood
302,-9.69125871204586,2.7973645675212877,-0.6689138230929716,Blood
303,-11.012973123494222,3.985096258189616,-1.865410505225628,Blood
304,-10.9967104602442,3.1083923124184354,-1.2855184341988233,Blood
305,-17.10804960481024,6.373820042301643,-4.476868722000761,Blood
306,-11.222915266951166,2.477715154490465,-1.7740149652917445,Blood
307,-11.22671829757412,3.4980726485328346,-0.05389619684588211,Blood
308,-10.202459847447788,3.3673843136441453,-0.7691933366885012,Blood
309,-9.363558517279607,2.5960518825871075,-0.38975189533210686,Blood
310,-10.490817575202783,3.271236665121838,-0.2889636920009555,Blood
311,-9.589712628280038,3.331073646687576,-4.809991430080438,Blood
312,-11.398249883914705,3.2232074919823654,-1.7408393796970554,Blood
313,-9.580763516551858,3.055062904557893,-0.1350141510789934,Blood
314,-9.45435811571948,2.9534656923874016,-0.8605381570356422,Blood
315,-15.338143182131873,6.980925224331104,-2.3327010960219585,Blood
316,-11.525003253807197,3.5861809895901615,-2.3137827021445667,Blood
317,-13.408017209365527,5.52507676269947,-1.895050261203718,Blood
318,-11.100553145623083,3.2056342975344068,-1.217745051940412,Blood
319,-11.512298206380004,3.6121745554678264,-0.9321098928691548,Blood
320,-11.192108764704788,3.009751863479975,-2.4943703866961418,Blood
321,-11.228540050869201,3.7048397563527744,-0.9772603192106013,Blood
322,-11.432624787316117,3.5998013387404106,-0.4706885317296848,Blood
323,-11.373634345884572,3.6576023000899602,-0.25284931234545066,Blood
324,-9.832344226110118,2.487582349112277,-0.6430568826416149,Blood
325,-10.950386161564197,3.0211945521001917,-0.7471590094068014,Blood
326,-12.308472293467736,4.24680626671802,-1.0483824056296327,Blood
327,-9.366196064964809,2.8360771809991556,-1.1063481003397995,Blood
328,-9.380527248789525,2.80350801552488,-1.1163903136093642,Blood
329,-14.109196065919221,6.012286517892583,-2.140427253908614,Blood
330,-9.148274422714675,2.4119994946740797,-0.5953559569835315,Blood
331,-12.545376333887937,4.1902033672482455,-2.1967174718290927,Blood
332,-0.06723062936937628,-1.430893248728122,-1.5178428010209046,Blood
333,-8.242371674783827,1.6140938563630256,-0.29421341838967263,Blood
334,-10.720323737245234,3.6210981145642473,-0.09773174335200799,Blood
335,-9.427054537446123,2.637238599516377,-1.465717804158936,Blood
336,-10.043416463391942,3.0018302292369796,-0.4173247361867164,Blood
337,-8.90038885704621,2.0882221777922805,-0.5853353151400983,Blood
338,-12.038522289721204,3.8469592370335572,-1.2001396693385469,Blood
339,-11.284581897736805,3.644443536817491,-1.1099436295328677,Blood
340,-11.077110400308724,3.417252610809275,0.853204235439437,Blood
341,-15.837209180107921,6.8869501902087915,-3.602257238664179,Blood
342,-8.953051448898691,2.426717227818116,-1.2759055584105918,Blood
343,-10.287347653834072,2.9541997489270466,-0.258928583959972,Blood
344,-16.706161347772188,7.124400081186759,-2.960489601964532,Blood
345,-11.92694544680768,4.273690121945889,-1.2330212316615956,Blood
346,-10.63815889423545,2.823834048712642,-1.4499597647787683,Blood
347,-8.993708281062837,2.7803666007741428,-0.04843303754213815,Blood
348,-11.540498173223945,3.979704952875117,-3.367007419885104,Blood
349,-9.118850781782518,2.5854698628274067,-0.18599268047972892,Blood
350,-10.959016000441668,2.925381964129621,-0.8039577271946922,Blood
351,-12.409466852357244,4.230569748374536,-0.22169478415194396,Blood
352,-10.654137592073706,3.4923821909466826,-0.995319391103673,Blood
353,-11.07879900819316,3.3361142677612543,-0.600214199713905,Blood
354,-11.021445296679186,3.5156030002681455,-2.9782290518474697,Blood
355,-14.915529614885774,5.665314994663585,-0.7369263158789016,Blood
356,-10.601608637263896,3.0266215073463965,-0.7977917754614374,Blood
357,-9.047417388638689,2.7851063884926135,-0.8090148114574431,Blood
358,-10.497799802466405,4.056616476744097,-0.39725246622366384,Blood
359,-11.92314577330469,4.169588611606307,-1.1646985493431319,Blood
360,-13.985611887256104,5.967462741160226,-1.824704637502893,Blood
361,-10.747670639176723,3.4288045090321186,-4.23850567600264,Blood
362,-12.888069277512612,5.323698460700475,-1.609611283506207,Blood
363,-11.3164805966117,2.9244537421805545,-1.215717033197541,Blood
364,-11.918085854441333,3.7849107146916743,0.11190524181765792,Blood
365,-9.178978111617337,3.403501264092209,-1.499227855848235,Blood
366,-11.885172956603071,4.643136938301067,-1.1344814704825232,Blood
367,-10.252252258319771,3.6980756899305405,-1.107203693177621,Blood
368,-10.842653740320149,3.3017809301678533,-0.09581296584035391,Blood
369,-10.982487578551813,3.4599964645158354,0.1690065228376082,Blood
370,-12.951166396334195,4.88192291194176,-0.9974479766555484,Blood
371,-12.879181539221928,4.112884921455653,-1.2261964697674248,Blood
372,-8.156115804647218,1.7038284251167977,0.40445736754470824,Blood
373,-11.952066717677054,3.351959375433975,-1.8266037772175783,Blood
374,-9.77353081651099,2.2311742325550252,-0.09690722947754146,Blood
375,-14.148687785716717,4.964667217407421,-0.04117191667774808,Blood
376,-11.76614109111449,3.6400856104751895,-1.4305908126162088,Blood
377,-10.363822033903077,2.870780148831506,-0.975337269316465,Blood
378,-10.608317058116866,3.2054519568385884,0.030608371689716717,Blood
379,-9.62102608091557,3.396463663772401,-1.6265789089742797,Blood
380,-10.156325993070713,3.0223452002411935,-0.9541958184643582,Blood
381,-8.586279648368054,1.9433018017794101,0.14079519014126057,Blood
382,-10.212178496209335,2.5351709871011976,-0.8105048644346264,Blood
383,-9.72603158007504,2.4342926065691253,0.2288113379289284,Blood
384,-11.57209262624106,3.5576940192611293,-3.7699132564328592,Blood
385,-9.481984480373411,3.3038447336072214,-1.4499558529438585,Blood
386,-9.097246506030288,2.420495733099766,-1.902655113454925,Blood
387,-12.349285759701488,5.448655746531852,-2.760788089121504,Blood
388,-10.257657918473521,2.733170017708868,-0.7363162782950993,Blood
389,-10.562907337896187,3.467454783693487,-0.3561231443642935,Blood
390,-11.601610363126394,3.745988773618514,-0.7388246273250408,Blood
391,-11.541420234164361,3.473930543043887,-0.7921746417681202,Blood
392,-9.542799283496691,2.6403813146156048,-0.5150116793398546,Blood
393,-10.91578102122573,3.0215221458922885,-0.6588189107825653,Blood
394,-9.969779529633163,2.7360931552043763,-1.083189783801275,Blood
395,-12.503261116189211,4.247335428676388,-1.11618937724034,Blood
396,-10.099457476267196,2.647075204545693,-0.1348695199153374,Blood
397,-10.397452049328098,2.9931127676247478,0.35138097173817195,Blood
398,-10.497793892614375,3.1936407122523303,-1.2148768329232082,Blood
399,-11.092478583968306,3.540021679142608,-0.48138110630257647,Blood
400,-10.437481513773651,3.4816393618955686,-1.1802351885077675,Blood
401,-10.39360103933478,2.9222760174177074,-0.08429963402018797,Blood
402,-8.011875596971434,1.775307373545439,-1.237890956516069,Blood
403,-10.378861060887335,2.9510275785694984,-0.29920095363561533,Blood
404,-7.953823646850883,1.3825429094916593,0.051914652883945006,Blood
405,-8.389797335931226,2.5191199222800105,-0.6590044547218158,Blood
406,-13.79656664977043,4.737682960643556,-0.7932935030541737,Blood
407,-11.744555676321571,3.6990353191062275,-0.5831120278499171,Blood
408,-9.164844853461824,2.4256705091669772,0.048191232394093945,Blood
409,-11.582516083565347,4.917486591017995,-2.05950768504467,Blood
410,-9.397690308862623,2.410499556071235,-2.2633681105667804,Blood
411,-10.948644924706866,2.8490902266974674,-1.1223192641072166,Blood
412,-10.226627410448188,3.4988274242938977,-1.668521454442355,Blood
413,-8.882370424720515,2.0011733632007065,0.5713804421682335,Blood
414,-10.326588658461146,4.247482247420729,-1.4576777150016047,Blood
415,-13.947456180701602,6.087691100283237,-1.8092225509531121,Blood
416,-13.130633988342698,4.492308834440202,-2.718555754211367,Blood
417,-12.854235624908538,5.116889909504303,-2.209718450193298,Blood
418,-10.120577672572905,2.2913494686143197,-0.5416044381405345,Blood
